Emotion,author,Sentence
fear,lornali,@quikness Waaaahhh! So sad     Let me know when ur next down this way!
fear,danielbedford,@kyza holy cute! Dexter has already lost his kitten face  gettin a chunky butt since we got back from qld too haha
fear,d0ink,"awwww, writing my resume's too difficult XD how do i tell them i've taken 10 different jobs and quit them within the span of two months?"
fear,tannwick,"@yellowbag Hmmm, should have looked at it a little more methinks"
fear,stefaniariann,valium makes you feel goood. i need more. i can't fall back asleep. i want my mommy
fear,KerrieBerrie21,I'm wake and sad  what the hells going on
fear,nbangura,"I don't think Jon and Kate should get a divorce, but I do think if they want to save their marriage they have to quit the show..."
fear,jacob_coy,Off to work I go
fear,tliell,"@Nanava_3 U know - kids do what we DO - not what we SAY ... well, don't we all, really  ...."
fear,totalimortal,@melisamelisa haha you have a better life than most. we should go get drinks again soon. jury duty has been boring
fear,crmsh,Hoping that this will just heal on it's own because anything I put on it just makes it worse. Owww
fear,GetEmQ,@forevertanoya awww dnt say that. I wanted to see it  how bad is it?
fear,Drackir,Apparently excessive heat is just as bad for a cold as excessive cold. My body is all blerg. My sofa is not comfy enough for my gaming
fear,acoetser,@Radio702 Tshwane wants double rates but try and phone to get service - endless loop #fail
fear,jaybeecc,@mcvie saying goodbye to something familiar never becomes familiar
fear,mystique413,On the bus goin 2 work but omg seriously im sooooo tired dont know if i'll survive the 8 hour shift
fear,snukembears,I am down  I need my snuggles but he is at work and he don't like to snuggle  ironic huh...
fear,KimPhotog,gotta love how im waking home at midnite. dangggg pray for mr. im so jumpy
fear,VoiceofCritics,i need some hot green tea  I cant sleep  ....
fear,iarobin,Test another update... sorry for bothering all of u guys
fear,richfeistel,mmkayy TOTALLY going to bedd now. i mean it!! im only gonna get 3 hours of sleep tonight
fear,LicklePickle,@iancpalmer they don't use MSN either I don't think  and they are thousands of miles away so can't do it face to face
fear,faiththiang,@ErikVeland Dude... That sucks! Why would they tow it from your own space?
fear,ensly20,"@busays12 dont undrstand malaysian busays.just english,tagalog at waray only"
fear,Lianne_Burgess,cant sleep again! Been up for ages...
fear,AlexiaRamirez,"Well I did run over a cat today (I know how sad) I cried and screamed my lungs out!!! I felt HORRIBLE, poor thing"
fear,rociopayan,ahh..my stomach hurts
fear,asnallar,"Work, work, work"
fear,milan_pandya,"loved, but hated driving in pollution"
fear,TheyCallMeLolli,Can't sleep!!! People keep textin me!!!
fear,HollyBelle13,I hate the fact that I'm 4.5 hours away from you tonight and tomorrow we'll be 1946 miles apart  I wish you were here (
fear,endlessblush,@greentm  ... i have phone calls like that often .. different subject - same result of feeling beaten to pulp and left for dead
fear,rasyraminey,Algebra test in three hours!
fear,bigmadkev,Morning all: Looks like no Nintendo Gameboy phone
fear,NaniKnocksville,@ Pretty_Mess you missed all the free shots
fear,amy__xx,@galaxydazzle okay thank you! i can't find it
fear,magicswebpage,Oh no.... Trouble in paradice
fear,Barkley53,Still awake can't fall asleep I'm not one bit sleepy
fear,carrieleemay,"going crazy, the pain is unbearable..&amp; i gotta wait till thursday!?"
fear,stfuppy,@charlietotem just a concert i can't go to due to trials
fear,irvanpiacheski,so sad about Mike Tyson's daughter.
fear,NataliaMichelle,@BeckyBuckwild do you ever respond to ppl?
fear,alely_noemi,We're having an impromptu pool party... Except I don't know how to swim so I can't get in
fear,khristaaa,My stomach is killing me do I can't sleep
fear,nicstevenson,"Holy shit it's super sunny, Friday and Whitsun, my tube is deeeesearted. Wish I was in the park"
fear,dudeitsmanda,@erikamodina Yeah ! I downloaded her whole album. :&quot;&gt; THE FAME ! I miss you taking care of me  Hahah !
fear,JordanWednesday,Scary guy on colbert...
fear,ishamay,not so good mood..
fear,moanyboot,@dancinqueenie Morning! I have loads to do 2day  goin for a walk 1st to get rid of last nites haribo's
fear,Dancndiva9,Where's a bridge when you need one?..... FUCK!
fear,cymberrain,I think I might have to break down and purchase some from the US just because I donot know what to call it over here
fear,mick3y93,"shady's making me  Trying to code something, if you know php, HELP!"
fear,histapleface,I have to goto work now ahhh kill me  my life isn't going the way I want it too atm. Ta ta kids x
fear,multitaskingpro,"feeling lonely,DH on night shift all w/e"
fear,azandiaMJBB,"@lisisilveira   I sent my donation to #Eric and wanted to put the banner on, but my avatar disappeared when I tried ~"
fear,Lushebo,confused on why and how people pose as others on twitter. I mean they really do their homework on peoples lives to imitate them. it's sad
fear,kellygirl27,@Emsy Twitter's being mean w/ the pics lately! Stole mine for an entire day!
fear,darlingnisey,"@onmammaz ugh! I have a knee injury too, except mine is just an infected cut that hurts like hell"
fear,nakedxa,@pkBLGdonahue he's not logging in yet.  and i doubt if he will check his his replies here in twitter. but we must keep on trying!
fear,muSicFienDkiCks,I just really want to sleep butmy eyes won't let me
fear,ninjamuse,http://twitpic.com/665e9 - i miss this place
fear,lolapug,Has been rejected
fear,pixie_darling,@linojoelsap still got one more year with t-mo tho  I might just get a new bb curve. Not too concerned abt apps. Batt life is important
fear,BriBriD,@andyclemmensen Me too  @shortstackband haha I did but have no credit
fear,kimmerz88,"is getting a cold    *cough, oink, cough*"
fear,ajinka,"I am in school. Absolutely I have been sick .. I want to go home - we are writing of geography, the best it will"
fear,Celz29,ok so i'm a lil happier now.. i hope i fixd my emails.. hope they weren't hacked although it seemed really suspicious!!
fear,jesusismyoxygen,I'm frightened that zombies are going to attack me.  i don't like scary movies.
fear,patriciannroque,@kyluhtoots oops. Cy's place is too near. Trouble for me.
fear,bettinapaula,sad that she didn't get to see Rica before she leaves later today..
fear,EmmaGunders,"@JohnGunders I want Ulead back, it was awesome and it worked. But unfortunately it's only for PC"
fear,Fredtechno,my internet income project has got a BIG problem today.
fear,NikkayPandarr,@Humangummybear Doodle whats wrong?
fear,rachelbeer,"Morning. Panic. Clicked a link and opened up my browser. Firefox, what have you done with all my saved tabs??? Gone! That'll learn me..."
fear,JulieBinnie92,just going into school 2 get some spanish CDs &quot;sigueee&quot; haha. Then guess what my plans are .. studying all day again!
fear,twinkljiawenni,"When the weather's... ugh, something like asthma. So, yeah, Ventolin."
fear,keka_ontherocks,i need a good idea... FAST!
fear,Feebz78,it seems my phone is dying!  boo!
fear,jysla,this weather makes my fingers numb / still waiting
fear,Duncanma,"@irascian ach, probably not... they are labeled as MI-5, which I believe was the name used when they aired on BBC America"
fear,adiandcriticism,"Need to come up with another blog post today. But for now, I AM SLEEEEEPPYYYYYY!!!!!!!!"
fear,ozzympw,A day of administrative jobs
fear,amisij,Spring cleaning episode 2....do I really have to
fear,DutchieElise,"i was awake 7 hours ago, should have checked twitter"
fear,Heathurr88,Ahh! my right kidney hurts soooo bad!!! Ooommmmggggg!!!!
fear,BonesCrazy24,Blehckk ! my cereal is yuck  why does it taste sour ?
fear,dicesix,"Did 2dives w/ Oceans Deep Dive. 10m vis, no sun, no colours. Dynamite fishing has done it's toll on the reefs."
fear,shentabla,Shen computer just broke  Time to get the old IBM out...
fear,Sparrowsrflying,Hate washing my hair! Because then it has to be dried &amp; straightened.  And then i find the grey hairs in the middle layers of my hair
fear,alexbrown1972,Now I need to change my monitor
fear,omgitsafox,"@Kikirowr Aww, why not?"
fear,Plexchan,is envious of people not in long-distance relationships...she's all mushy with no one to cuddle.
fear,qlotusboy,Omg... Prison break... The final break. The two episodes that only aired in the uk. Wow. Watch them if you haven't. Soo sad. Tear
fear,nizzicole,Muay Thai was awesome. I'm gonna be sore in the morning! I feel like being bad and eating junk tho
fear,samgillespie,not happy with my 5:45 wake up call this morning  ... she's going to be grumpy later!
fear,andrewn89,http://twitpic.com/665jw The racoons ate our bread!
fear,dazb,":| Yikes,  ants are everywhere in the house.  Ants scare me"
fear,Susantse,"its at 3 am, im very tired but i can't sleep"
fear,ponyhorrorshow,@r4nt penis.  @shdwtrev i hope you made sure it's okay. D:
fear,Branwen6277,@hermorrine Yeah I've noticed  I miss Spender. But you were closer to him. How are you holding up?
fear,sbutlin,looking at the sunshine out of my office window
fear,xnarx,@ashmart miss you
fear,joerel_faith,i'm lonely.  i need some hug.
fear,CatherineSam,Trying to get to sleep but my migraine is getting in the way
fear,TomnomsPrincess,Off to get ready for toms..  gotta go make sure he's not done anything stupid  ill tweet later.
fear,neptune06,@yukihoang and of course it happens on the day I got a carwash.
fear,dj_bubble,anticipating a tough day ahead
fear,xdchel,"@sarahlchu  poor you lmao, just stick your head out the window!"
fear,Veronica_F,Grrr... why can't I fall asleep
fear,leroienjaune,My head hurts
fear,nzphoenix,"I just managed to stab a piece of bhuja (hot, of course) into the roof of my mouth. Blood everywhere - well, at least in my mouth."
fear,yousefcisco,is jealous of his family  their all having an amazing breakfast and all i get is rice crispies
fear,andreamylla,@siskack what?? can't believe it
fear,Lissie89,Ugg. Unpacking sucks
fear,kaylee1234,"@andyclemmensen aww haha, i want one but can't get one coz u dun  have my number"
fear,jangoo,"REALLY want to go to an old friend's party tonight, but I have fakeflu. That and alcohol probably won't mix well."
fear,darwii,@shaundiviney i got a messgae but it didnt work cause i have a text saver not like money credit  im sad now. wat do i do?? xoxo
fear,stikiflem,im back to this z-index problem...again
fear,missecila,"Am in the place called 0UT OF NOW WHERE!! Take me out from here, somebody  http://myloc.me/1XRI"
fear,majqee,"I want to ride my bicycle today, but it's too cold and cloudy today"
fear,RecordScratch,Up already  Nooooooo!
fear,bunnydozer,Have a golf ball sized swelling on my ankle and it's turned black and blue.
fear,kydnice,@LydiaCaesar why have you still not called me back regarding the groundbreaking production i sent you earlier
fear,Linsteyn,I only hve 9followers
fear,nydia_nicole,I should be sleep. I have to wake up soooo early
fear,AyeBloodyRight,@weelissa p.s. Dead like me was awsome. Loved that show  missed the last 2 episodes tho ?
fear,TotallyQueer81,@phenryss What's wrong?
fear,fezzer64,t'internet on blackberry fooked so no checking of the tweets and whether phill has taken up my request
fear,helen_lo,Wondering why it's so cold - the skylight is open - I left the gas on this morning
fear,hemhem666,home form school...its a long weekend  most ppl would be happy but im not...im still mad and sad about him
fear,benyrun,I can't go to sleep until tech support emails me back
fear,louiethecat,"@Debblues didn't know you folks were there, sorry."
fear,scottairth,"Youtube's tubes appear to be clogging up somewhat today, connection errors a plenty."
fear,juliana_g,@aprilholle hmm. grows. in this case i am screwed. i can't even keep the &quot;easy care&quot; love fern alive.
fear,Kelsee89,i have the song here comes goodbye stuck in my head not a good song to be singing considering my situation
fear,Kaydeescrafts,I went green yesterday and I was out so I missed it  do I get another certificate????
fear,currymansam,"Heading to the hospital to sort out my back, not looking forward to this"
fear,samslam,is ready for a productive friday. one of the last of the year
fear,felixley,is sick &amp; tired of being sick &amp; tired
fear,jax180,Just found out one of my ankles is swollen...eeks now it hurts
fear,gaaaaaby,I had the worst dream ever: the Lakers were losing 11 : ZIP  &amp; Courney Cox had a mohawk wtf.
fear,zomgshroom,"http://twitpic.com/4sx96 - before they put a CAMERA in the smokers pit.  i can no longer vandalize that door, without being caught."
fear,OpheliaPunk,@minauderie @oxygen8705 Totally broke is right. I have to wait till Monday to get paid though! BOOHOO!
fear,Rossco_NZ,@bekimccabe true that! don't know why i bothered this morning cos I just put it up in a pony soon as I got to work anyways
fear,SexyKellyC,@songbookbaby lol. u got AC right? u know it's getting chill here again...  n its gona rain tmr
fear,chefcutie,not looking forward to dress shopping tomorrow. so afraid there's no way i'll be able to get what i want
fear,SunshineeKiid,@Amara_angel I cant i dont have mms  but i will waer it nexxt time i see you
fear,dinesh_tnpl,just got on twitter. no friends to add!  none of my friends are in twitter
fear,its_sb,@xcharlotteyx Awww it's still not the same  I'm going to have a look though.
fear,goodwill,vmware fusion seems getting slower and slower
fear,priyanka_dhiman,Gudafternoon twitter followers.. Hey m giving u chance now to help me get a gud placement.. m still maintaining a jobless profile... ;(
fear,heydavej,"@colocelt My man, its like 3:30 in NJ. I have classes to worry about again"
fear,iSibisy,I caaaaan't sleep.....it's 3.30am! wahhhh... i wanna cry
fear,Bluurox,Is also having a lonely night.... Wishing she could go to Audun's so that she doesn't have that bad dream again...
fear,j_irwin,wondering where all the money i earnt this financial year has gone... i can account for like 3 grand but wheres the rest
fear,mayj,@arielleGore I so dont  And wtf. Whatthefuck. REALLY? Really? Are they trying to kill me? But i might be... Depends...
fear,mikmk,I just lost a fight against @hangy on Tweefight. I lost  Please revenge me! Try now http://tweefight.com/?opp=hangy
fear,JamilaL,"@tonibraxton Will you ever come to SF Bay Area to preform, i feel left out"
fear,michelleangot,oh! i think i didnt do well on my photo editing for Db!  sorry :|
fear,Ruthiexo09,Aww sad @Ruthiexo09 now  stupid crapped up phone and deciding that you would go and screw yourself up and never again work arghhh
fear,emliqua,start work 2 moro at 6:30.  not looking forward to it
fear,nickcreevy,God the weather in London is ammmmazing! Yet I'm on a train half the day
fear,clarexsaula,Going to see Angels and Demons tonight. It better not scare me!!
fear,DarthGraham,Having horrible nightmares not gonna go back to sleep
fear,andrea_0125,"is trying so hard to not worry and be at peace despite her circumstances, but wonders why some christians are the ones making it so hard."
fear,reverberating,i wish i had more chicken wings
fear,AmeliaBT,Selling 10jaffa race tickets. My friends are so heartless they wont even buy one
fear,johnnydonovan,I feel like I'm on alott of drugs
fear,metalmentality,asks can someone pass me some load. :| Kahit 2 pesos lang.  http://plurk.com/p/wxzyr
fear,fluvk09,ahhh fusterated
fear,heavenlykevinly,I think I should hire one of those tranlsators.. because no one ever understands me....
fear,LewisBeechey,@MrDix ugly. What programmes do you have open?
fear,dyde121,massive headache. argh
fear,hilarity,It's so hard to settle on a name
fear,ktjbpa2006,@AlexAllTimeLow awww that is very sad.  I sawwy
fear,taralovesmochi,"feels sorry every time I'm printing out, I use like 200 new papers"
fear,beingmyself,@mosapp just say no reeesee cup
fear,EmmaaCluniee,Ill in bed my stomach is killing me
fear,taraw07,@menace718bk Bummer I know   LOL  I actually do more partying when i am in school then out of school..I think it somehow helps me..hahaha!
fear,bunny_red,"Housemate saw Angel &amp; Demons last night, but left me at home. Was looking forward to seeing that  Wanted 2 reminise http://bit.ly/qFsAg"
fear,khalol,And it's starting to get cold
fear,jacdo,@mikusi gawd. People still remember the preggers comment. Hate you!
fear,especial_53,@iFollowMike ugh I'm not doin too good
fear,laurencdowling,Whyyy am I still awake when I have to work at 8?! This is not good
fear,Nushums,really thinks wee callum should of got through last night
fear,abcicantcount,I had my hair cut today and my boyfriend didn't notice....
fear,bazzareido,Did not feel like getting up
fear,priyanka_dhiman,"Gone r the days wen we used to sit 4 exams.. no more exams, no more classes, no more bunking n no more fun.."
fear,Susantse,"its at 3 am, im very tired but i can't sleep  but i try it"
fear,aniaanka,"@Wykrzyknik uff, ble litt trist av � lese den siste tweetsen din  the challenge prooved too be tough!! :'("
fear,Frankkken,i cant find my itouch for the 64577 billionth time n i need it to sleep
fear,je72,"Back from A&amp;E, very nice Doctor diagnosed ligament damage, she felt I could still do my 5k run, but it might take me 10 days to heal"
fear,madgestar,Son's 15th Birthday this weekend.Taking him out for a Mexican meal and a major game buying spree.I miss the Lego days
fear,zymandthebean,@AmalSyazwani i shorry bebeh  it okeh ada one more chance.
fear,manny_miles,"Certain tweets I write are on the spot messages for a person, group, or pornstar, and those tweets usually get deleted within the hour"
fear,TAVOBLACKWALLIN,cavs got lucky 2night  lol but lebron took over and killed em another triple double
fear,Paris36,Rain rain go away
fear,specialdave197,Fucking typical. GH:M arrives just as I leave for work. It's going to be a long day
fear,brandonbMK09,Bout to knock out. Feelin a lil sick  peace y'all
fear,valerielynn1,Just got home after walking the dogs.  Very humid in Kaneohe.  No AC in my home    Ceiling fans work!
fear,omgitsafox,"@Cadistra NOOOO I'll miss you too much!  I went stag to my prom and all the high school and middle school dances, if that helps. &gt;_&gt;"
fear,chasecuddly,Why don't any of my friends ever miss me  why do 40 year old pervs like me  why can't I be a shape shifter ((((((((((((((((((
fear,pedrocustodio,"Entered house searching mode yesterday... we need to find an apartment in D�sseldorf until the end of August, this one was temporary..."
fear,silvernik,with hubby at the dentist ready to hold his hand  and getting nervy about potentially buying a car tomorrow
fear,brtak,"@abduzeedo something wrong, layout of abduzzeedo site looks no good today, anyone?"
fear,rosa_lives,Getting that funny feeling that usually indicates I'm sick. Great....
fear,E_rocKsteadY,"got another long day of papers and projects tomorrow  but this time one of the projects is shaving, its been like 2 mths lol. man legs.eww"
fear,damohopo,"@thatlass yeah, it's gonna be rubbish!"
fear,ZombieBoySam,Just checked my bank balance. I spend like a millionaire despite the fact I am nowhere near as rich as one.
fear,amitkavi,"Wow i will be away and my &quot;expecting&quot; wife is going to be here in India, thats gonna suck since I have made her so dependent on myself"
fear,amzneric,"missing my man, two months is so long to not see him"
fear,MarthinusSwart,"I read the disclaimer, I had to close my browser  http://tinyurl.com/n28lr3"
fear,Rellz,Its chilly n lonley n this livingroom
fear,Syd33,Memphis just can't catch a break these days. My poor Tigers
fear,CraigHarris,5500 words and counting.  My hands hurt
fear,sentimentalizzy,I miss the Doctor Who regular series.
fear,UltraSub,Jeez! Little one is seriously constipated. Don't know what to do anymore. Anyone tips? It's terrible seeing him in serious pain
fear,TrustTommy,"@damienmulley Yes otherdad  @katiemoffat Wait, do I go back to sleep or cause mischief?"
fear,cdels,Inshalla! Devo I wont be at the Astor tonight
fear,identigral,iTunes upgrade reset playcount to zero  How will I know which one of 143 Hasta Siempre versions I liked best?
fear,Queeniet74,Watched The Notebook last night.... Wahhhhhhh!  V good.  Cried my eyes out!  Maybe a bit too close to home I think.    Go watch!
fear,stellery,@_erica /hugs those are the worst. Mine used to be really bad on the first day..sometimes can't even get out of bed.
fear,Broooooke_,@AlexAllTimeLow aww  cant wait till u get 2 Sydney ;D i missed out on tickets tho.. :O xxx
fear,lindamalm,"imissu, come back home now honey"
fear,MissxMarisa,@Zobi09 I'm concerned for that family
fear,rsrecidoro,just called Toyota. Car won't be ready til 5.
fear,sunshine_mafia,@mrcoups oh dear  not fun
fear,amy_carol,Can't sleep...so I'm watching HGTV. I'm afraid infomercials are about to take over
fear,kilted,"@widrfm  hey, is your site down? I was going to listen to the web stream but can't get to the site..."
fear,3riplelclothing,@Keiyaunna So i guess im stuck in the LOBBY
fear,Claymaan,365days rperss.... where are youuuuuuu
fear,veriette,This porridge tastes shit! I cba with today man.
fear,FannyAddams,Have to sell my car. It's costing me too much. Can now afford one rollerskate. Bye bye petey
fear,nikki_marion,seriously getting hurt.... 4 days before nationals.. what a joke
fear,waffleygoodness,@katelynizzle haha okay you were talking about middle college grad I think and I got worried
fear,carissawarner,I hate tossing and turning.. Why can't i just fall asleep?
fear,katadare,"Can't seem to sleep tonight... Its 3:38am, I need to get up in less than 4 hours..."
fear,Naibabi,"@dawndela yeh still have the weekend, but I get weekends anyways, today is my full last day of vacation time"
fear,gerrymoth,@HannaManna I think it goes against everything i thought the olympic spirit of Team GB is/was
fear,LadyKry,"Auditions are good but, Iam super nervous! That is one of my virtues"
fear,HayleyBee1,Going to revise for physics.
fear,lost_dog,@urbancritter I am lost. Please help me find a good home.
fear,simplyvinay,"Want to get my hands dirty with FubuMVC. http://bit.ly/J00ha, but the documentation is not yet complete"
fear,katie18O,@Yvette_Maree omfg are you alright?
fear,divabat,@yanq_ndo OMG I'm so sorry. I'm the worst employee ever. My hard drive just failed taking the survey data with it
fear,Rhainnon90,is bored at school and my throat it swollen
fear,leysonnet,down with a nasty cold in cagayan de oro
fear,rakhmad,"Euh, got LDAP Schema Error  Why oh Why"
fear,alltimelowtokyo,@AlexAllTimeLow aw  were sad you had to leave tokyo. come back.please
fear,maricanna,"E docs are getting younger these days.can u guess where am i??yup, NUH!! paying my ear doc a visit. Ouch!!"
fear,Courtney_J_,@chrissalad My Mum said I probably wont get out of it  ALSO - it goes for like 2 months. That's normal right?
fear,lilmui,@fauzims It was white...  I acidentally left it in when i was doing my colours...
fear,Ladybirdd,"I seriously hate my life: it's currently 2:42am, I have 3 finals tomorrow, and have not slept a single second"
fear,BrooklynzFinest,@KINGmoney I'm sorry...I'll make sure I do that next time.
fear,mick_the_real1,yack yack -- resorting to these :#2&amp;!@#$%^&amp;*()etc. to stay within twitter limits?? not good
fear,SweetBullshit,I wish I could go back to bed with @wowshaggy
fear,pyroezra,i cant afford it  go to school here ? !!
fear,xJessika,"cries. AJ radio is gone  Guess I won't be DJing anymore.. until I get this fully fixed.. How are we btw? Heaps of homework, long weekend."
fear,roaraaa,i feel less than nothin'.. lower than zero..
fear,tintinxtorres,Attempting to sleep. My puppy is sick already
fear,lady_jane,@GianninaRossini blimey! You're still suffering?!!
fear,3riplelclothing,@Keiyaunna OH FACK U GAVE ME POLICE THATS SOME SERIOUSE SHIT
fear,mitdoq,Too broke for cigarettes.
fear,jatetenkins,squirrel! where? i hate squirrels
fear,Blu3b3rri,Can't sleep....  &amp; why isn't my $ in my damn account!? BofA is trippin
fear,shermaineee,@tissuerose i'm with you in this.  i've always have prob prioritizing myself ahead of him.
fear,EdieWei,"LAPPYTOP BATERRRY DYING,tryingtofind a movieto watch since im staying in.  and goingto my room."
fear,AlwaysTheHrdWay,I no longer have a ticket for ny
fear,Jack_O_C,...I have to study ....
fear,jakec,"Squabbling with people over the internet is great for my Tumblarity, but bad for my ego when they have more internet friends than me"
fear,ahitsCHRIS,Type cold in my room
fear,Samm_xo,is MySpace mobile free? or do u have 2 have credit... cause they are liers
fear,HankKeleher,@MaryKathrynK Yikes!  I hope she was okay.  I never her heard her say her tummy hurt.
fear,patsylagan,Flight to hurghada delayed 7 hours
fear,Gavin_Morgan,Going to be a strange weekend. Probably srtarting off with working til midnight tonight
fear,thezachkoche,"Whataburger closing all locations but tally  so harsh, might have to transfer schools"
fear,edwardbueno,"@MarieLuna I'm sure it's not what you think. Is this really you? i saw you couple of months back in NAIA,was shy to approach 4 a pic."
fear,kwinexx,"i'm so worn out, this week has sped by soo fast. gonna ask mum if we can go to the movies. i'm desperate"
fear,Mnemosyne,I've got a dentist's appointment soon!  The drill feels like I've got my brain in a blender - not looking forward to it
fear,divabat,@Scarlettjen fuck. it should be recoverable. it's just the boot part that's messed up. grr argh. my business was on there.
fear,SoundExecution,"@ajaedandridge ate pussy, I refuse to bless her cuz she already clingy"
fear,glennym,Not well again  @littlereidy it's definitely not hayfever
fear,Yoshimikiosha,HOW COME ITS SO HARD TO FIND A GUY WITH THE SAME PASSION FOR LOVE AS FOR A WOMAN?? AM I EVER GOING TO SEE THE DAY! IM lonely yall!
fear,donnagow,@SydneyAlterEgo probably not in this weather
fear,kleineanne,I am living in a country where the government is ALWAYS a circus show ... sad but true...
fear,DedeIsnaeni,Don't know who U R anymore!!!
fear,CiaraWielgosz,My dead grandpa pays more attention to me than you do
fear,jamessparrow,BIG NEWS?! But I don't know if I can share it.
fear,melarno,@alabamawhirly I'll be stuck inside the office all day today
fear,phillipsdj,Being dragged round Ikea this morning  Bad times!
fear,primesuspect,@Nelley aww sorry boo. I haven't bought a printer in 4 years; my canon i900d is still making amazing prints. Have zero fisheye exp.
fear,Lynne73,So ... Still finishing errands for a trip tomorrow morning where I have to be at airport at 6am.
fear,MarkOfRespect,@QueenofScots67 this is a little sad and I know I am new but no one has ff me yet
fear,tuttle88,"Invasion of the Old Ladies has just ended, still have to clean up not going to be able to make it to the tweetup tonight."
fear,JBeauty,@monroejnicole Im goodie. I feel like we are so disconnected
fear,hometowndj,arrives in mfk... With these potholes.. I foresee a wheel changing session. Hai no man
fear,littlemissfae,sneezing is never a good sign
fear,darkashnet,@GuitarHeroDevs Why online one download this week?
fear,missmusikera,*sigh* i always disappoint people who get in my way...  everyone .. i'm OUT.. i might disappoint everyone else here..
fear,SHAMfreakinWOW,"@ajaedandridge  ummm...last night when I DM'd you, you said it was a &quot;good&quot; question."
fear,ThrillaEnt,@FLASxyBlck25 right now thats about all I can deal with  I work too much and I need my space! Most women dont offer that!
fear,amandacotyk,work suckd.. another closing nite with 30 dollars pockeded..  i need a new job
fear,julietnowell,screw the fact you can't post LONG updates on twitter
fear,hollyjunesmith,@Miss_Thrifty eBay 10 mile rule not working for me.  Too many pairs of leather trousers being sold in Aberdeen. Will try next week.
fear,regineking,"@NosliwEiggam hey, got your text sms. i plan on maybe just catching a flick tonight. last night was a wee bit too much for me"
fear,aricha21,Another night of not sleeping
fear,brookedanielle_,"@tommcfly, @dannymcfly, @mcflyharry and @dougiemcfly i think you should come home now"
fear,itsANDRIANx3,You guys dont get too drunk without me
fear,gabvirtualworld,@UltraSub Too much details !!!    (But glad he is better)
fear,Beth_Walker,Morning tweeple! I'm a bit sneezy today
fear,laurahuhne,Did not win Kelly Clarkson Tickets. Sorry Cecilia. Really wish I could give that to you! You so much deserve it.
fear,TaneenaGee,what do u do when ur dads losing it mentaly and dosent remeber you
fear,ashleigholsen,why am i up...i have to wake up at 7
fear,lost_dog,@dylandersen I am lost. Please help me find a good home.
fear,manuelmagic,Hate be late
fear,Shammysticks,feeling like shit. hope its not swine flu or something
fear,KimpThePimp,"Its friday and i'm sick, story of my life..."
fear,honeyteodoro,how i wish the result IS true...
fear,mynameissasha,"@queeeniee Where's yummiest Pan Mee? For me it's behind Dance Center, Ipoh Garden South. and i miss it"
fear,Carto,I still have a very depressed feline fuzzball...it's another trip to vet tmrw to see what can be done...worried doesn't even cover it
fear,pocholobutete,"@crunchybunny Sus Ate, I was so upset, I wasn't informed AT ALL. Turns out, they told Sarms and they expected her to tell me. Huff."
fear,Beaniebanks,@MadamSalami pmsl @poo... We had crap everywhere too. But NO More. Love it. My wool stash today though
fear,dayeee,@anttoekneeeeeee with 14mph winds!!
fear,minauderie,@Rina_spn what's going on?
fear,suchducks,where has my sleep run off to??
fear,eleventhvolume,@disquiet Business or pleasure? Will keep my eye out for anything. You're just missing a Moondog concert tomorrow night
fear,cheer_babe2013,Can't freakin sleep and i have a horrible stomach ache
fear,GeoffSlaughter,@DavidAWatson link no worky-work
fear,TheRealBillyman,@kaybob23 too bad i dont have either
fear,Susi185,where is the sunshine...the only thing i see are clouds...
fear,minauderie,"@Rina_spn aww  sick? and i hate soup, too"
fear,coryellc0412,Wide awake. Wishing I wasn't. Damn nightshift routines. Got turned down for the job in Nashville  oh well ...
fear,daisydaisymae,Homework day
fear,hdnoriega,In the emergency room with my cousin. She's got mad flu and can't walk or breathe.  Why are hospitals always so cold?
fear,rynrichardson,"@misstiffytaylor try having your best writing five years behind you  heh, it happens"
fear,Mary_Maciel,@Brizzers haha i agree lame....another thought  y are their concerts so expensive......that's kinda lame too
fear,elliotcoach,nt online &amp; mayb next week  if u havent voted pls do: http://bit.ly/hHigd
fear,iheartmeowing,"@glassdahl: i'm more than willing to give him what he needs. XD but srsly, i also think he needs one soon."
fear,danniSTACK,Soooo full that im starting to feel sick
fear,viviene24,I didn't catch the Jonas Brothers Facebook Webcast...  It already ended when I logged in to my Facebook account...
fear,sarahhhhhs,I don't know what to wear....
fear,citylove,How sad is it that your best friend is so selfish and heartless that they exclude you from their life completely...I'm so sad
fear,Pennygiirl,working on my oral presentation and upset.........
fear,Mz_Cognac,#3wordsaftersex i think im bleeding.
fear,KrystelWilde8A,i miss you soo much
fear,nstefan,"Thanks those who have clicked :p Well I think I did something wrong, it's still at 0 visitor, 0%.. maybe I need to reinstall everything"
fear,archanasuswaram,i'm new!!!!! dunno whatta doo!
fear,MakeUpByBrooke,@MakeupGeek I am soo excited about your pasadena seminar...if only i can find the confermation email
fear,ByronJH,"My bed had tha nerve 2 call my blackberry askin me where the hell I was.......looks like I gotta go ya'll  I'll c u in 3.5hours, after nap"
fear,sarahlay,This already feels like one of those days where I just won't be able to win.
fear,misskittymarie,why is it so hard to find good house events in the Sacramento area?
fear,sssssstephanie,@fifitheconquero I was going to go to london for a week then had to change my ticket! I would have been there right now
fear,Stephny,@julsey I should be asleep  trying to be...
fear,sannedeleeuw,"Totally prepped for interview at 10, too bad twitter is off line..  - http://mobypicture.com/?onewzs"
fear,kayla_chantel,In bed can't sleep .... Something is missing.....
fear,legendaryTVAC,"actually, i think i'm being mean to her....i feel sorry now"
